Title,Start,End,Duration,Created by,Description,Where,Calendar
GALLEY - Party People Mixer w/ Ericka Huggins,10/20/2014 19:00,10/20/2014 21:00,02:00,Ashara Ekundayo,,,Conference Room
GALLEY - Party People Mixer w/ Ericka Huggins,10/20/2014 19:00,10/20/2014 21:00,02:00,Ashara Ekundayo,,,HUB Oakland Events
GALLERY: Empathy Team,10/21/2014 09:00,10/21/2014 12:00,03:00,Roshanda Cummings,,"Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MERIDIAN: Free Range Studios,10/21/2014 10:00,10/21/2014 13:00,03:00,Roshanda Cummings,"+ RESERVATION +

Room: Meridian Conference Room
Name: Mandy Townsend
Org: Free Range Studios
Membership Level: Organizational ($70/hour)
Contact: mandy@freerange.com

+ PRICE +
$70/hour x 3 hours = $210.00

Payment Due: October 21st, 2014 upon arrival
Personal check or Card (5% service charge) accepted at Host Desk ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
EAST OAK: Ceres Trust & Institute for Ag and Trade Policy,10/21/2014 10:30,10/21/2014 12:30,02:00,Roshanda Cummings,"+ RESERVATION +

Room: East Oakland
Name: Kathryn Gilje
Org: Ceres Trust & Institute for Ag and Trade Policy
Membership Level: Non-Member ($25/hour)
contact: kathryngilje@gmail.com

+ PRICE +

$25/hour x 2 hours = $50.00
     discount (15%)      -$7.50
_______________________
               subtotal       $42.50

Payment Due: October 21st, 2014 upon arrival
Card accepted at Host Desk 
Event was PAID IN FULL!!!
",Impact Hub Oakland ,Conference Room
MERIDIAN ROOM - Meridian University - RG/OK,10/21/2014 13:00,10/21/2014 17:30,04:30,Courtney Lubell,,,Conference Room
EAST OAK: Lisa Colvin,10/21/2014 13:00,10/21/2014 16:00,03:00,Impact Hub Oakland,"+ RESERVATION +

Room: East Oakland
Name: Lisa Colvin
Org: N/A
Membership Level: Full-Time ($15/hour)
Contact: lisacolvin@gmail.com

+ PRICE +

$15/hour x 3 hours = $45.00
Payment Due: October 21st, 2014 upon arrival ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
Gallery - Mikayla walk through ,10/21/2014 13:30,10/21/2014 14:30,01:00,Mikayla Weissman,,,Conference Room
UPTOWN: Meridian University,10/21/2014 17:00,10/21/2014 21:00,04:00,Roshanda Cummings,,"Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
ON BROADWAY  Climbing PoeTree & Carolyn Casey,10/21/2014 18:00,10/21/2014 22:00,04:00,Konda Mason,"split the door after expenses ?? in Salesforce 50/50 door revenue btw IHO and Climbing poetree
Who holds the $
Site Manager: Caleb TBD (video?)

6:00-6:45– Charles and Aftab (45 minute interactive dialogue on Beyond the Green Economy. The concept of the Green Economy seeks to align money with ecological values. As such it is a positive step, but it ignores deeper forms of social, cultural, and spiritual hegemony. Increasingly, it is at this deeper level that we are called to act: a transition not only in our institutions but also in our ways of thinking, knowing, and relating.)

6:45-7:30 - Responding Guests (Charles, Caroline, Konda, Ashara, as well as others) will respond and pick up on key points that arise out of the conversation between Charles and Aftab.

7:30 - 8:00 – Interactive participant engagement (everyone)

Then the description of the Caroline/Poetry event

Zaq is available for event staffing",,HUB Oakland Events
ATRIUM - Charles Eisenstein Talk,10/21/2014 18:00,10/21/2014 20:30,02:30,Ashara Ekundayo,,Atrium & Gallery,Conference Room
MERIDIAN - Uptima Business Bootcamp Class ,10/21/2014 18:00,10/21/2014 21:00,03:00,Calgary Brown,"
Time includes setup (5:30-6) and cleanup (9-9:30)

- 5 tables 
- 20 chairs
- AV - Projector onto mounted screen
- 16 people max (students + teachers) 

Taking down Meridian logos

Contact:
Rani Croager
Cooperative Education Ventures
rani.croager@coopedventures.com",Meridian Room,Conference Room
UPTOWN: Hack The Hood ,10/22/2014 09:30,10/22/2014 13:00,03:30,Roshanda Cummings,"+ RESERVATION +

Room: Uptown Conference Room
Name: Mary Fuller
Org: Hack The Hood
Membership Level: Google Impact Winner (office rate, invoiced to Impact Hub Bay Area.) 

+ PRICE +

$40/hr x 3.5 hours = $140.00 

Payment: invoice to Impact Hub Bay Area ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MERIDIAN ROOM - Meridian University - Rob Gall (OK),10/22/2014 09:30,10/22/2014 15:00,05:30,Courtney Lubell,,,Conference Room
West Oakland - Prep for OCCUR Gala,10/22/2014 11:30,10/22/2014 18:30,07:00,Mikayla Weissman,,,Conference Room
East Oakland - Betsy Block,10/22/2014 14:30,10/22/2014 16:30,02:00,Impact Hub Oakland,"Part time member rate - $25/hr

+ RESERVATION +

Room: West Oakland
Name: Betsy Block
Org: N/A
Membership Level: Part-Time ($25/hour)
contact: betsy@b3consults.com

+ PRICE +

$25/hour x 2 hours = $50.00
Payment Due: 
Cash, Check, or Card accepted at host desk. ",,Conference Room
UPTOWN - Hack the Hood via Jonathan Darr,10/22/2014 16:00,10/22/2014 17:00,01:00,Impact Hub Oakland,"Full time membership price $40 x 1hr = $40

Billed to Hack the Hood

Waiting for confirmation of authorization of that billing via Jonathan or Hack the hood

jondarr@gmail.com  - contact (jonathan)",,Conference Room
"MERIDIAN: Bryan Calhoun's Partner, Tim. ",10/22/2014 18:00,10/22/2014 21:00,03:00,Roshanda Cummings,"+ RESERVATION +

Room: East Oakland
Name: Tim Quirk via Bryan Calhoun
Org: N/A
Membership Level: Part-Time ($25/hour)
contact: bryancalhoun@gmail.com

+ PRICE +

$25/hour x 3 hours = $75.00
Payment Due: October 21st, 2014 upon arrival
Cash, Check, or Card accepted at host desk. ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
ON BROADWAY - Occur gala: cda consulting Cathy Adams ,10/22/2014 18:30,10/22/2014 21:00,02:30,Mikayla Weissman,10/22 David E. Glover Legacy Awards Dinner? was the name on the inquiry Event Inquiry Response,,HUB Oakland Events
UPTOWN: Oakland Privacy Working Group ,10/22/2014 18:30,10/22/2014 20:30,02:00,Roshanda Cummings,"+ RESERVATION +

Room: Uptown Conference Room 
Name: Jean Russell
Org: Leola Group
Membership Level: Unlimited ($40/hour)
contact: jeanmrussell@gmail.com 

+ PRICE +

$40/hr x 2 hours = $80.00 

Payment Due: October 22nd, 2014 upon arrival
Card accepted at the Host Desk. 
","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MERIDIAN ROOM - Meridian University - Rob Gall (RG),10/23/2014 10:00,10/23/2014 20:00,10:00,Courtney Lubell,,,Conference Room
KITCHEN - Pour Over Demo with Red Bay Coffee,10/23/2014 11:00,10/23/2014 13:00,02:00,Calgary Brown,,,HUB Oakland Events
UPTOWN: Fund Good Jobs,10/23/2014 13:00,10/23/2014 16:00,03:00,Roshanda Cummings,"+ RESERVATION + 
Room: Uptown Conference Room
Name: Sean & Laina
Org: Fund Good Jobs
Membership Level: Office ($40/hour)
contact: sean@fundgoodjobs.com; laina@fundgoodjobs.com

+ PRICE +
$40/hour x 3 hours = $120.00 

Payment: Monthly Invoiced via Impact Hub Oakland ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
(HOLD) UPTOWN: Sex Workers Outreach Project,10/23/2014 19:00,10/23/2014 21:00,02:00,Roshanda Cummings,"+ RESERVATION +

Room: Uptown
Name: Patricia West
Org: Sex Workers Outreach Project
Membership Level: Non-Member ($85/hour)
Contact: Patricia@SWOPUSA.org

+ PRICE +
$85/hour x 2 hours = $170.00

Payment Due: October 23rd, 2014 upon arrival
Cash or credit/debit (5% service charge) accepted at host desk. 


","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
GALLERY: Strategic Economies Field Trip,10/24/2014 09:30,10/24/2014 11:30,02:00,Lisa Chacon,"Need:
1 - theater seating for 20 facing 23rd St (red chairs)
2 - 4 tall stools on wall opposite door
3 - TV screen for presentation
4 - coffee/tea in the room or just outside",,Conference Room
EAST OAK: Leola Group,10/24/2014 12:00,10/24/2014 15:00,03:00,Roshanda Cummings,"+ RESERVATION +

Room: East Oakland Conference Room
Name: Jean Russell
Org: Leola Group
Membership Level: Unlimited
Contact: jeanrussell@gmail.com

+ PRICE +
$15/hour x 3 hours = $45

Payment Due: October 24th, 2014 upon arrival
","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
Sexy Salad,10/24/2014 12:30,10/24/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
UPTOWN - Shamrock Demo (IHO Staff meeting),10/24/2014 15:00,10/24/2014 16:30,01:30,Calgary Brown,"NOTE: If a member needs this room, it's ok to put us somewhere else.  Please give Calgary a heads up! 

Thanks!",,Conference Room
On Broadway Living the New Economy Conference,10/24/2014 18:00,10/24/2014 22:30,04:30,Mikayla Weissman,Bay Bucks / Kendra Shanley,on broadway,HUB Oakland Events
UPTOWN - HUB Oak Staff Meeting,10/27/2014 10:00,10/27/2014 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
WEST OAK - Jane,10/27/2014 13:00,10/27/2014 14:00,01:00,Impact Hub Oakland,"Cost: free
reason: phone booths all taken
for: member - Jaing Cao
email: jaingcao@gmail.com",,Conference Room
EAST OAK: Greenside Development Foundation,10/27/2014 14:00,10/27/2014 16:00,02:00,Roshanda Cummings,"+ RESERVATION +

Room: East Oakland  
Name: Bo Ghiradelli 
Org: Greenside Development Foundation
Membership Level: Full-time ($15/hour)
contact: bo.ghiradelli@greensidedevelopment.org

+ PRICE +

$15/hr x 2 hours = $30.00  

Payment Due: October 27th, 2014 upon arrival
Cash, Card, or Check accepted at the Host Desk. 
","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MEDITATION ROOM - 30 Min Guided Meditation,10/27/2014 15:00,10/27/2014 15:30,00:30,Calgary Brown,,,HUB Oakland Events
UPTOWN - BALLE,10/27/2014 15:30,10/27/2014 16:45,01:15,Calgary Brown,No charge,,Conference Room
Kitchen Carving Party,10/27/2014 18:00,10/27/2014 21:00,03:00,Events Coordinator,,,HUB Oakland Events
GALLERY - #NoArt Talk #3,10/27/2014 18:00,10/27/2014 21:00,03:00,Ashara Ekundayo,"worktrader: Jeannine Etter

couch seating for 4 up front, combo couches and chairs in semi-circle for audience, flatscreen tv w/ laptop

table outside for refreshments
",Omi Gallery,HUB Oakland Events
GALLERY - #NoArt Talk #3,10/27/2014 18:00,10/27/2014 21:00,03:00,Ashara Ekundayo,"worktrader: Jeannine Etter

couch seating for 4 up front, combo couches and chairs in semi-circle for audience, flatscreen tv w/ laptop

table outside for refreshments
",Omi Gallery,Conference Room
MERIDIAN - Beyond the Culture of Seperation,10/27/2014 18:30,10/27/2014 21:00,02:30,Mikayla Weissman,,,HUB Oakland Events
UPTOWN - Today's Future Sound (Elliot Gann),10/27/2014 18:30,10/27/2014 19:30,01:00,Calgary Brown,,,Conference Room
DOWNTOWN: Scott R Kline Photography,10/28/2014 09:00,10/28/2014 18:00,09:00,Roshanda Cummings,"+ RESERVATION +

Room: Downtown Conference Room
Name: Scott Kline
Org: Scott R Kline Photography
Membership Level: Connect ($45/hour)
Contact:  scott@scottrklinephoto.com

+ PRICE +
$45/hour x 9 hours = $405.00

Payment Due: October 28th, 2014 upon arrival
Personal check or card accepted at host desk (for balances over $100, a 5% service charge applies when using card) ","Impact Hub Oakland, 2323 Broadway, Oakland, CA, United States",Conference Room
(HOLD) DOWNTOWN: Career Weekly ,10/28/2014 10:00,10/28/2014 11:00,01:00,Roshanda Cummings,"+ RESERVATION +

Room: Downtown
Name: Camilla 
Org: Career Weekly
Membership Level: Non-Member ($65/hour)
Contact:

+ PRICE +

$65/hour x  hours = 

Payment Due: October 28th, 2014 upon arrival. 
Cash or card (5% service fee over $100) accepted at Host Desk. ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
UPTOWN - KM,10/28/2014 12:00,10/28/2014 13:30,01:30,Konda Mason,,,Conference Room
Uptown - alexis morin,10/28/2014 16:30,10/28/2014 18:00,01:30,Mikayla Weissman,"3 people total\
3pm-4:30pm - using the co-working space as guests
$85/hr paying at the door",,Conference Room
MERIDIAN - Uptima Business Bootcamp Class ,10/28/2014 18:00,10/28/2014 21:00,03:00,Calgary Brown,"
Time includes setup (5:30-6) and cleanup (9-9:30)

- 5 tables 
- 20 chairs
- AV - Projector onto mounted screen
- 16 people max (students + teachers) 

Taking down Meridian logos

Contact:
Rani Croager
Cooperative Education Ventures
rani.croager@coopedventures.com",Meridian Room,Conference Room
GALLERY - Claude Poncelet book signing,10/28/2014 18:30,10/28/2014 20:00,01:30,Ashara Ekundayo,"Adam is available for event staffing
Zaq is available for event staffing",Omi Gallery,Conference Room
GALLERY - Claude Poncelet book signing,10/28/2014 18:30,10/28/2014 20:00,01:30,Konda Mason,"Adam is available for event staffing
Zaq is available for event staffing",Omi Gallery,HUB Oakland Events
MERIDIAN: National Council on Crime & Delinquency ,10/29/2014 08:30,10/29/2014 17:30,09:00,Events Coordinator,"+ RESERVATION +

Room: Meridian Conference Room
Name: Glen Porter
Org: NCCD
Membership Level: Non-Member ($95/hour) 
Contact: gporter@nccdglobal.org

PRICE
$95/hr x  9 hours = $855.00

Payment due: October 29th, 2014 upon arrival 
Personal Check or Card (5% service fee) accepted at Host Desk. ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
EAST OAK: Amigos de las Americas ,10/29/2014 10:30,10/29/2014 11:30,01:00,Roshanda Cummings,,"Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
EAST OAK - Hylo,10/29/2014 12:00,10/29/2014 13:00,01:00,Calgary Brown,,,Conference Room
UPTOWN: Fund Good Jobs ,10/29/2014 12:00,10/29/2014 15:00,03:00,Roshanda Cummings,"+ RESERVATION +

Room: Uptown Conference Room  
Name: Laina Durbin 
Org: Fund Good Jobs  
Membership Level: Office ($40/hour)
contact: laina@fundgoodjobs.com 

+ PRICE +

$40/hr x 3 hours = $120.00 
Payment: Invoice from Impact Hub Oakland ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
GALLERY - Brown Bag Discussion with Natural Flow,10/29/2014 12:30,10/29/2014 13:30,01:00,Mikayla Weissman,reframing blood,,Conference Room
GALLERY - Brown Bag Discussion with Natural Flow,10/29/2014 12:30,10/29/2014 13:30,01:00,Mikayla Weissman,"Don't gender my period #decolonize

If this cancels, please let FGJ know. They want a bigger space for their mtg that day. ",,Conference Room
Gallery Courtney Ruby fundraiser pre-reception,10/29/2014 17:30,10/29/2014 18:30,01:00,Events Coordinator,set up will begin at 4:30,,HUB Oakland Events
GALLERY: Crowdfunding Campaigns that Build Community ,10/29/2014 18:30,10/29/2014 21:00,02:30,Roshanda Cummings,,"Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
On Broadway Courtney Ruby fundraiser,10/29/2014 19:00,10/29/2014 21:00,02:00,Konda Mason,Adam is available for event staffing,,HUB Oakland Events
EAST OAK: Safe Roots to School,10/30/2014 08:00,10/30/2014 12:00,04:00,Tatiana Vekovishcheva,"+ RESERVATION +

Room: East Oakland
Name: Molly Simon
Org: Safe Routes to Safe Schools
Membership Level: Office ($15/hour)
Contact: molly@saferoutespartnership.org

+ PRICE +
$15/hour x 4 hours = $60

Payment: monthly invoice via Impact Hub Oakland","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
GALLERY: National Council on Crime & Delinquency,10/30/2014 08:30,10/30/2014 16:00,07:30,Events Coordinator,"+ RESERVATION +

Room: Meridian Conference Room
Name: Glen Porter
Org: NCCD
Membership Level: Non-Member ($115/hour) 
Contact: gporter@nccdglobal.org

PRICE
$115/hr x  7.5 hours = $862.50

Payment due: October 29th, 2014 upon arrival 
Personal Check or Card (5% service fee) accepted at Host Desk. ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MERIDIAN ROOM - Meridian University - Rob Gall (RG),10/30/2014 09:00,10/30/2014 18:00,09:00,Courtney Lubell,,,Conference Room
KITCHEN - Pour Over Demo with Red Bay Coffee,10/30/2014 11:00,10/30/2014 13:00,02:00,Calgary Brown,,,HUB Oakland Events
EAST OAK: Charles A Long Properties,10/30/2014 13:00,10/30/2014 15:00,02:00,Roshanda Cummings,"+ RESERVATION +

Room: East Oakland Conference Room
Name: Charles Long
Org: Charles A Long Properties LLC
Membership Level:  Non-member ($35/hour)

+ PRICE +

$35/hr x 2 hours = $70.00 

Payment Due: October 30th, 2014 upon arrival
Card, Cash, or Check accepted at the host desk. ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
Uptown - HCEB,10/30/2014 18:00,10/30/2014 21:00,03:00,Mikayla Weissman,,,Conference Room
"ON BROADWAY - HCEB's One Night Stand, Featuring Comedians with Disabilities Act 2",10/30/2014 18:00,10/30/2014 21:00,03:00,Mikayla Weissman,,,HUB Oakland Events
Broadway - Creative Mornings,10/31/2014 09:00,10/31/2014 10:00,01:00,Mikayla Weissman,"Set up @ 7:30am
4 pods up against brick wall
theater style seating in the middle",,HUB Oakland Events
UPTOWN: Alert 360 Biosync ,10/31/2014 09:00,10/31/2014 14:00,05:00,Roshanda Cummings,"
+ RESERVATION +

Room: East Oakland Conference Room  
Name: Rick Diamond
Org: Alert-360 Biosync
Membership Level: Part-Time ($25/hour) 
Contact: rdiamond@alert-360.com

+ PRICE +

$25/hr x 5 hours = $125.00

Payment Due: October 31st, 2014 upon arrival
Check, Cash, or Card (5% service fee) accepted at the Host Desk. ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
GALLERY - DE-Install,10/31/2014 09:00,10/31/2014 12:00,03:00,Ashara Ekundayo,,Omi Gallery ,Conference Room
MERIDIAN - Feng Shui School,10/31/2014 10:00,10/31/2014 17:00,07:00,Impact Hub Oakland,,,Conference Room
DOWNTOWN -  Yeshi's New Mothers' Cirle,10/31/2014 11:00,10/31/2014 13:00,02:00,Mikayla Weissman,,,Conference Room
Sexy Salad,10/31/2014 12:30,10/31/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
UPTOWN - IHO Wholeshare meeting,10/31/2014 15:00,10/31/2014 16:00,01:00,Calgary Brown,This is an internal IHO meeting.  Please talk with Calgary if location needs to be moved. ,,Conference Room
GALLERY + BROADWAY - Installation Day,11/01/2014 08:00,11/01/2014 14:00,06:00,Ashara Ekundayo,,,Conference Room
MERIDIAN - Feng Shui School,11/01/2014 10:00,11/01/2014 17:00,07:00,Mikayla Weissman,,,Conference Room
GALLERY + BROADWAY - Installation Day,11/02/2014 08:00,11/02/2014 14:00,06:00,Ashara Ekundayo,,GALLERY,Conference Room
MERIDIAN - Feng Shui School,11/02/2014 10:00,11/02/2014 17:00,07:00,Mikayla Weissman,,,Conference Room
UPTOWN - HUB Oak Staff Meeting,11/03/2014 10:00,11/03/2014 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
